suite,model,target,ablation_mode,case_id,status,elicitation_success,pareto_gain,hallucination_rate,turns,transcript_path,mae,topk_f1,boi,sum_var_start,sum_var_end,eudr_slope,eudr_ratio,pcg_first_hit_turn,pcg_final_coverage,pcg_hit_count,msti_mean,msti_max,msti_observed_count,ctr_opportunities,cardinal_trigger_count,cardinal_trigger_rate,accept_count,reject_count,rejection_turn,kbv_opportunities,kbv_violations,kbv_rate,final_weights_json,error_type,error,constraint_count,diagnostic_axis,score_band,probe_gold_dims,weight_gold_dims,expected_msti
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-600-012,ok,True,407.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-risk_tier-600-012.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.25,0.25,0,3,2,0.6666666666666666,2,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,550-579,school,school,0.25
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-600-018,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-tuition_value-600-018.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,1,1.0,6,0.31,0.31,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,580-609,tuition,"school,quality",0.31
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-600-021,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-major_quality-600-021.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.44,0.44,0,6,6,1.0,6,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,520-549,quality,"quality,major",0.44
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-610-019,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-tuition_value-610-019.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,1,1.0,6,0.31,0.31,0,6,1,0.16666666666666666,1,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,610-639,tuition,"school,quality",0.31
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-550-017,ok,True,1.0,0.75,9,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-tuition_value-550-017.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,1,1.0,4,0.3978,0.3978,0,4,2,0.5,2,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,550-579,tuition,"school,quality",0.3978
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-590-022,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-major_quality-590-022.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.2,0.2,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,550-579,quality,"quality,major",0.2
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-680-025,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-major_quality-680-025.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.91833333,0.91833333,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,640-680,quality,"quality,major",0.91833333
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-520-026,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-employment_outcome-520-026.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.75,0.75,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,520-549,quality,quality,0.75
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-610-014,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-risk_tier-610-014.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.55,0.55,0,6,6,1.0,6,6,3,5,5,1.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,610-639,school,school,0.55
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-620-024,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-major_quality-620-024.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.64,0.64,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,610-639,quality,"quality,major",0.64
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-550-027,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-employment_outcome-550-027.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.71583333,0.71583333,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,550-579,quality,quality,0.71583333
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-550-020,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-tuition_value-550-020.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,1,1.0,6,0.348,0.348,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,640-680,tuition,"school,quality",0.348
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-600-028,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-employment_outcome-600-028.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.5,0.5,0,6,2,0.3333333333333333,2,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,580-609,quality,quality,0.5
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-590-023,ok,True,0.0,0.0,9,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-major_quality-590-023.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.2,0.2,0,4,4,1.0,1,3,3,3,3,1.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,580-609,quality,"quality,major",0.2
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-650-030,ok,False,0.0,0.25,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-employment_outcome-650-030.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.71083333,0.71083333,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,640-680,quality,quality,0.71083333
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-employment_outcome-620-029,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-employment_outcome-620-029.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.54,0.54,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,610-639,quality,quality,0.54
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-680-015,ok,False,0.0,1.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_tracker\transcripts\app_pareto_no_tracker\transcript_one-constrain-risk_tier-680-015.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.6,0.6,0,6,3,0.5,3,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,640-680,school,school,0.6
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-570-007,ok,False,0.0,1.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_tier-570-007.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.7275,0.7275,0,6,6,1.0,0,6,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_tier,550-579,major,"school,quality",0.7275
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-640-005,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-geo_tier-640-005.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.51416667,0.51416667,0,6,6,1.0,0,6,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,geo_tier,640-680,geo,school,0.51416667
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-630-004,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-geo_tier-630-004.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.50166667,0.50166667,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,geo_tier,610-639,geo,school,0.50166667
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-520-001,ok,False,0.0,0.6666666666666666,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-geo_tier-520-001.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.6,0.6,0,6,4,0.6666666666666666,1,3,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,geo_tier,520-549,geo,school,0.6
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-550-002,ok,False,0.0,1.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-geo_tier-550-002.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.6075,0.6075,0,6,6,1.0,0,6,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,geo_tier,550-579,geo,school,0.6075
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-560-006,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_tier-560-006.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.79,0.79,0,6,6,1.0,0,6,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_tier,520-549,major,"school,quality",0.79
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-590-008,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_tier-590-008.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.65,0.65,0,6,6,1.0,0,6,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_tier,580-609,major,"school,quality",0.65
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-590-011,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-risk_tier-590-011.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.25,0.25,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,520-549,school,school,0.25
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-650-010,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_tier-650-010.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.5625,0.5625,0,6,1,0.16666666666666666,0,1,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_tier,640-680,major,"school,quality",0.5625
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-600-013,ok,False,0.0,1.0,11,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-risk_tier-600-013.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.25,0.25,0,5,1,0.2,1,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,580-609,school,school,0.25
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-550-017,ok,False,0.0,1.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-tuition_value-550-017.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.3978,0.3978,0,6,4,0.6666666666666666,0,4,5,4,1,0.25,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,550-579,tuition,"school,quality",0.3978
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-520-016,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-tuition_value-520-016.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.304,0.304,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,520-549,tuition,"school,quality",0.304
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-600-012,ok,False,0.0,1.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-risk_tier-600-012.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.25,0.25,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,550-579,school,school,0.25
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-680-015,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-risk_tier-680-015.json,0.15199999999999997,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.6,0.6,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,risk_tier,640-680,school,school,0.6
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-550-020,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-tuition_value-550-020.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.348,0.348,0,6,2,0.3333333333333333,2,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,640-680,tuition,"school,quality",0.348
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-590-022,ok,False,0.0,0.5,9,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_quality-590-022.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.2,0.2,0,4,3,0.75,1,2,3,3,1,0.3333333333333333,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,550-579,quality,"quality,major",0.2
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-610-019,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-tuition_value-610-019.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.31,0.31,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,610-639,tuition,"school,quality",0.31
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-600-021,ok,False,0.0,1.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_quality-600-021.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.44,0.44,0,6,2,0.3333333333333333,1,1,11,1,1,1.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,520-549,quality,"quality,major",0.44
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-620-024,ok,False,0.0,1.0,9,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_quality-620-024.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.64,0.64,0,4,1,0.25,1,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,610-639,quality,"quality,major",0.64
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-600-009,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_tier-600-009.json,0.14,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.65,0.65,0,6,6,1.0,0,6,3,5,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_tier,610-639,major,"school,quality",0.65
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-600-018,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-tuition_value-600-018.json,0.124,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.31,0.31,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,tuition_value,580-609,tuition,"school,quality",0.31
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-520-026,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-employment_outcome-520-026.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.75,0.75,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,520-549,quality,quality,0.75
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-600-028,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-employment_outcome-600-028.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.5,0.5,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,580-609,quality,quality,0.5
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-620-029,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-employment_outcome-620-029.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.54,0.54,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,employment_outcome,610-639,quality,quality,0.54
ablation,Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-590-023,ok,False,0.0,0.0,13,gaokaollm_bench\outputs\unified_adaptive_arena\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_no_ucb\transcripts\app_pareto_no_ucb\transcript_one-constrain-major_quality-590-023.json,0.16799999999999998,0.5,0.0,5.0,5.0,0.0,0.0,,0.0,0,0.2,0.2,0,6,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,major_quality,580-609,quality,"quality,major",0.2
