model,target,ablation_mode,case_id,diagnostic_axis,status,target_turn_count,state_observation_count,state_update_count,state_status,eudr_slope_raw,eudr_ratio_raw,eudr_valid,eudr_effective,pcg_first_valid_probe_turn,pcg_valid_probe_hit_rate,pcg_valid_probe_coverage,msti_effective,msti_source,ctr_cardinal_trigger_rate,ctr_opportunities,boi_raw,boi_valid,boi_effective,kbv_opportunities,kbv_violations,kbv_status,kbv_rate_effective,ecdr_candidate_evidence_rate,acceptable_candidate_hit,target_supplied_acceptable_evidence,elicitation_success_aux,mae,topk_f1,notes,recommendation_f1_at_1,recommendation_f1_at_3,recommendation_f1_at_5,recommendation_f1_at_10
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-550-002,geo_tier,ok,4,4,1,updated,0.8333333333333334,0.5,True,0.8333333333333334,1,0.25,0.3333333333333333,0.0,observed_delta_phi,0.5,4,1.0,True,1.0,0,0,no_kbv_opportunity,,1.0,True,True,True,0.15679675379033892,0.0,KBV no opportunity,1.0,0.3333333333333333,0.20000000000000004,0.20000000000000004
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-650-010,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,2,0.3333333333333333,0.3333333333333333,0.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.19348578608145967,0.0,,0.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-570-007,major_tier,ok,4,4,2,updated,1.25,0.75,True,1.25,2,0.25,0.3333333333333333,0.0,observed_delta_phi,0.75,4,1.0,True,1.0,3,0,measured,0.0,0.0,False,False,False,0.19348578608145967,0.0,,0.0,0.6666666666666666,0.8000000000000002,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_tier-600-009,major_tier,ok,4,4,3,updated,1.1666666666666667,0.7,True,1.1666666666666667,,0.0,0.0,0.0,observed_delta_phi,0.0,4,1.0000000000000002,True,1.0000000000000002,0,0,no_kbv_opportunity,,0.0,False,False,False,0.19348578608145967,0.0,KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-590-011,risk_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.3333333333333333,3,1.742038910111023,True,1.742038910111023,0,0,no_kbv_opportunity,,1.0,True,True,True,0.2169698241074749,0.0,KBV no opportunity,1.0,0.6666666666666666,0.6,0.7
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-520-001,geo_tier,ok,4,4,3,updated,1.2333333333333334,0.74,True,1.2333333333333334,3,0.25,0.3333333333333333,0.0,observed_delta_phi,0.5,4,1.0,True,1.0,3,0,measured,0.0,0.0,False,False,False,0.17348578608145965,0.0,,0.0,0.0,0.20000000000000004,0.6
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-520-016,tuition_value,ok,4,4,2,updated,1.25,0.75,True,1.25,,0.0,0.0,0.0,observed_delta_phi,0.5,4,1.8616223879755818,True,1.8616223879755818,1,0,measured,0.0,0.0,False,False,False,0.18583911813011159,0.0,,1.0,0.3333333333333333,0.6,0.6
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-550-017,tuition_value,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.6666666666666666,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.2002286791221895,0.0,,0.0,0.0,0.20000000000000004,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-550-020,tuition_value,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.6666666666666666,3,1.8616223879755818,True,1.8616223879755818,2,0,measured,0.0,0.0,False,False,False,0.18583911813011159,0.0,,0.0,0.0,0.4000000000000001,0.3
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-600-021,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,2,0.3333333333333333,0.5,0.0,observed_delta_phi,0.3333333333333333,3,1.0,True,1.0,1,0,measured,0.0,0.0,False,False,False,0.13074289304072984,0.5,,1.0,0.6666666666666666,0.6,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-640-005,geo_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.3333333333333333,0.3333333333333333,0.0,observed_delta_phi,0.3333333333333333,3,1.0,True,1.0,0,0,no_kbv_opportunity,,1.0,True,True,False,0.17348578608145965,0.0,KBV no opportunity,0.0,0.6666666666666666,0.8000000000000002,0.5
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-600-018,tuition_value,ok,4,4,3,updated,1.2333333333333334,0.74,True,1.2333333333333334,,0.0,0.0,0.0,observed_delta_phi,0.25,4,1.0000000000000002,True,1.0000000000000002,0,0,no_kbv_opportunity,,0.0,False,False,False,0.2002286791221895,0.0,KBV no opportunity,0.0,0.0,0.20000000000000004,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-600-012,risk_tier,ok,4,4,3,updated,0.4666666666666668,0.2800000000000001,True,0.4666666666666668,,0.0,0.0,0.0,observed_delta_phi,0.0,4,1.0588198460711764,True,1.0588198460711764,0,0,no_kbv_opportunity,,0.0,False,False,False,0.21200002273936303,0.0,KBV no opportunity,1.0,0.3333333333333333,0.6,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-tuition_value-610-019,tuition_value,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.3333333333333333,3,1.5980546848474444,True,1.5980546848474444,0,0,no_kbv_opportunity,,0.0,False,False,False,0.17815963922584338,0.5,KBV no opportunity,0.0,0.0,0.0,0.7
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-680-015,risk_tier,ok,4,4,2,updated,1.25,0.75,True,1.25,,0.0,0.0,0.0,observed_delta_phi,0.5,4,1.5980546848474442,True,1.5980546848474442,2,1,measured,0.5,1.0,True,True,True,0.22233008748585456,0.0,,1.0,0.3333333333333333,0.6,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-600-013,risk_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.3333333333333333,3,2.7571202238926658,True,2.7571202238926658,0,0,no_kbv_opportunity,,0.0,False,False,False,0.1221703944037871,0.0,KBV no opportunity,1.0,1.0,1.0,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-550-027,employment_outcome,ok,4,4,0,frozen_state_no_observed_update,0.0,0.0,False,,,0.0,0.0,0.0,observed_delta_phi,0.5,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI frozen_state_no_observed_update; EUDR frozen_state_no_observed_update; KBV no opportunity,1.0,0.3333333333333333,0.4000000000000001,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-risk_tier-610-014,risk_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.6666666666666666,3,1.8509945279905764,True,1.8509945279905764,1,1,measured,1.0,1.0,True,True,True,0.22213786119900525,0.0,,1.0,0.6666666666666666,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-620-024,major_quality,ok,4,4,3,updated,0.7600000000000001,0.45600000000000007,True,0.7600000000000001,1,0.75,0.5,0.0,observed_delta_phi,0.25,4,1.0000000000000004,True,1.0000000000000004,0,0,no_kbv_opportunity,,0.0,False,False,False,0.2015935075806777,0.0,KBV no opportunity,1.0,1.0,0.8000000000000002,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-590-023,major_quality,ok,4,4,3,updated,1.2333333333333334,0.74,True,1.2333333333333334,2,0.25,0.5,0.0,observed_delta_phi,0.0,4,1.8837246467724271,True,1.8837246467724271,0,0,no_kbv_opportunity,,0.0,False,False,False,0.1549302095894281,0.5,KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-600-028,employment_outcome,ok,4,4,3,updated,0.4666666666666668,0.2800000000000001,True,0.4666666666666668,1,0.25,1.0,0.0,observed_delta_phi,0.75,4,1.0000000000000004,True,1.0000000000000004,3,0,measured,0.0,0.0,False,False,False,0.18479675379033886,0.0,,0.0,0.6666666666666666,0.6,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-650-030,employment_outcome,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.71083333,expected_msti,0.0,1,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-590-022,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,2,0.3333333333333333,0.5,0.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.13074289304072984,0.5,,1.0,0.6666666666666666,1.0,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-major_quality-680-025,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.0,3,1.8616223879755822,True,1.8616223879755822,0,0,no_kbv_opportunity,,0.0,False,False,False,0.07524132280483262,1.0,KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-geo_tier-580-003,geo_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,,0.0,0.0,0.0,observed_delta_phi,0.6666666666666666,3,1.8616223879755818,True,1.8616223879755818,2,1,measured,0.5,1.0,True,True,True,0.18183911813011158,0.0,,1.0,1.0,0.8000000000000002,0.4000000000000001
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-520-026,employment_outcome,ok,4,4,2,updated,0.6666666666666666,0.4,True,0.6666666666666666,3,0.25,1.0,0.0,observed_delta_phi,0.25,4,1.0,True,1.0,0,0,no_kbv_opportunity,,0.0,False,False,False,0.10081298483864454,1.0,KBV no opportunity,0.0,0.3333333333333333,0.6,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_ucb,no_ucb,one-constrain-employment_outcome-620-029,employment_outcome,ok,4,4,2,updated,0.6666666666666666,0.4,True,0.6666666666666666,,0.0,0.0,0.0,observed_delta_phi,0.75,4,1.0,True,1.0,0,0,no_kbv_opportunity,,0.0,False,False,False,0.10081298483864454,1.0,KBV no opportunity,1.0,1.0,1.0,1.0
